sentence,label
연애했던 남자들 중에는 결혼을 하고 싶다는 생각을 들게 한 사람이 없어서 짜증나.,2
회식 자리에서 상사 기분 맞춰주고 그러다 보면 일하는 느낌이야.,2
나에 비해 친구들이 잘 살고 있는 거 같아서 듣기도 힘들어.,2
다음에 이런 질문이 나오면 숨겨야 할지 고민이야.,2
여자 소방관들도 잘 근무하고 있는데 정말 화나.,2
평생 취업을 하지 못할까봐 걱정이야. 우리 사회는 성 전환자를 받아들일 준비가 안 되어 있어.,2
내가 동성애자 같아 보였나 봐.,2
아직 우리 사회는 이성애자 이외에는 거부감이 있어 보여.,2
성 소수자인 친구가 면접을 볼 때 솔직하게 얘기했다가 최종면접에서 계속 떨어졌어.,2
아마 아이들에게 영향을 줄 수 있어서 그런 것 같아. 꼭 선생님이 되고 싶은데 절망적이야.,2
간호사는 대부분 여자 경찰관은 대부분 남자 등 이렇게 직업별로 성별이 구분된 경우가 많아. 불합리해.,2
남자가 취업에 유리한 것만 같아.,2
나는 영업을 하고 싶은데 남자는 영업으로 여자는 행정처리 이런 식으로 일을 구분해.,2
왜 안 되는지 물어보려고 했는데 똑같은 말만 되풀이할 뿐이야.,2
그 사람한테만 얘기한 건데 너무 배신감이 들어.,2
학벌이 좋지 않아서 떨어지는 거 같아서 속상해.,2
남들은 신나게 여름 휴가 갈 텐데 나도 휴가 가고 싶어!,2
돈 쓸 곳이 많은데 어떡하지?,2
회사가 갑자기 통보한 공지에 너무 화가 나.,2
도대체 언제 연봉을 올려준다는 걸까?,2
나는 왜 이렇게 면접만 보면 심하게 긴장하는 걸까?,2
도대체 뭐가 잘나서 승진을 왜 그 사람이 한 거야?,2
벌써 열 번이나 취직에 실패해서 지원하는 것조차 두려워.,2
일급 자격증이라 그런지 너무 어려운 것 같아.,2
회사 사정이 어렵다고 하지만 난 억울해.,2
응. 한두 번 그러는 게 아니라 매번 그러면 나도 못 참겠어.,2
응. 대답하지 않으면 이보다 더 집착해서 정말 화나. 이대로는 못 버티겠어.,2
응. 일부러 그러는 게 아니라서 더 답답해.,2
애인이 내가 이성친구와 연락하는 것 가지고 심하게 집착 하는 게 너무 스트레스 받고 화나.,2
응. 물론 내가 잘못할 때도 있지만 언제나 내 탓으로 돌리니까 너무 억울해.,2
응. 애초에 싸움을 하는 것 자체가 두 사람의 의견이 맞지 않는것인데 계속 내 탓으로 돌리네.,2
나를 도구로 생각하는 것 같아서 짜증이나.,2
속상한 것보다 어이가 없어. 이럴 거면 나를 왜 낳으셨는지 모르겠어.,2
너무 힘들어. 매달 생활비를 드리면 너무 빠듯하거든.,2
이럴 거면 나랑 왜 만나는지 모르겠어.,2
친구가 속상했던 일도 못 털어놓는 사이가 된 것 같아서 너무 속상해.,2
기분 나쁘지. 그런데 친구가 그때마다 울면서 전화해서 더 짜증이나.,2
화도 나지만 차별 받는 거 같아서 너무 속상해.,2
돈을 벌 생각이 아예 없나 봐. 동생이 저렇게 산다는 게 한심해.,2
새벽에 전화해서 뭐가 그리 할 이야기가 많은지 고민을 털어놓아서 힘이 들어.,2
차를 태워주는 내 성의를 무시하는 것 같아. 기분 나빠.,2
짜증나는 것보단 나는 담배를 안 피는데 배려하지 않는 것 같아서 화가 나.,2
내 노력을 무시한 것 같아서 열이 받아.,2
나도 회사 일을 열심히 하는데 혼나기만 해서 일의 능률이 떨어지는 거 같아.,2
속상해서 내가 남자친구와 싸우고 집에 들어왔어.,2
그런 행동은 나를 무시하는 거야. 남자친구는 나보다 게임을 더 좋아하는 것 같아.,2
중학생 때부터 친한 친구인데 고민을 들어주다가 걱정이 돼서 조언을 했어. 근데 화를 내더라고.,2
요즘 세상에 밤 아홉 시까지 집에 들어오라는 것은 있을 수 없어.,2
남자친구와 오래 사귀고 있는데도 비밀로 해야 하니까 속상하고 답답해.,2
앞으로 어떻게 해야 할지 모르겠어.,2
친구랑 얘기를 할 때 나도 모르게 방어적이게 돼. 그래서 내 얘기는 하지 않으려 해.,2
내가 무슨 말을 꺼내기 전에 무조건 반대부터 하고 봐.,2
면접 때문에 그 수업을 못 들었는데 나한테 그렇게 방어적으로 나오니까 기분이 안 좋아.,2
응. 배가 무척 고팠는데 그럴 거면 왜 안 먹는다고 하는지 모르겠어.,2
나랑 친한 친구인데도 그런 행동을 보면 이해가 안 가.,2
알게 모르게 내가 중소기업을 다니는 것으로 비웃는 것 같아.,2
응. 하나부터 열까지 잔소리가 끊이지 않아.,2
오래 만났지만 그 생각은 한결같아 보여.,2
화도 나고 이제는 친구들의 자랑에 지친 것 같아.,2
몇 달 전부터 결혼 얘기만 나와도 속상했는데 이제는 정말 다 귀찮아.,2
맞아. 내 경력이 부족한 탓에 절망감밖에 안 들어.,2
열심히 노력할 자신 있는데 내 맘대로 되지를 않으니까 너무 불안해.,2
며칠 전부터 계속 이런 생각이 드는걸. 너무 속상해.,2
매번 열심히 준비하고 시험을 보는데 뭐가 문제인지 모르겠어. 정말 답답해.,2
시간은 계속 흐르는데 취업 준비는 계속 뒤처지는 것 같아서 불안해.,2
응. 중매를 통해 마음에도 없는 결혼을 해서인지 남편이랑 자주 다투고 결혼생활이 힘들어.,2
이제 결혼할 나이도 되었는데 남자친구랑 관계는 진전이 없어. 너무 답답해.,2
어떻게 나를 찰 수가 있지. 내가 뭐가 부족해서 그런지 물어볼지 고민 중이야.,2
매일 내가 먼저 찾아가고 얼마나 다정하게 대해 줬었는데 날 떠날 수가 있지? 그래도 다시 만나고 싶어.,2
어떻게 그런 짓을 할 수가 있지? 용서가 안 돼.,2
직장에서도 그 사람이 그런 사람인걸 알까?,2
내가 얼마나 잘해줬는데. 나만한 사람 못 만날 거야.,2
결혼 상대가 바보도 아니고 자기가 먼저 잘난 사람이 될 생각을 해야지. 어리석은 친구야.,2
어떻게 사람을 둘로 나눠서 생각 할 수가 있지? 친구가 답답해.,2
내 애인이 뭐가 부족해서 비웃는 거지?,2
나를 사랑하지 않았던 걸까. 상처가 너무 커서 기분이 안 좋아.,2
신부가 빛나야 할 자리인데 어떻게 생각 없이 그런 옷을 입고 올 수가 있지.,2
내가 낳겠다는데 왜 그 친구가 신경 쓰는지 모르겠어. 신경 꺼버렸으면 좋겠어.,2
어떻게 그렇게 모자란 사람도 결혼을 할 수가 있지. 결혼 할 상대가 불쌍해.,2
어떻게 해야 선배를 골려 줄 수 있을지 고민이야.,2
얘기 안 하면 모를 테니까 그냥 넘어가도 되겠지? 먼저 짜증나게 한 건 팀장이잖아.,2
기분 나빴어. 다음부턴 한마디 해줘야 할 것 같은데 뭐라고 해줘야 될까?,2
일로 실수를 했으면 그 부분을 지적해야지 왜 인신공격을 하는 거야? 화나게.,2
고소하고 기분 좋긴 한데 선배한테 걸리면 엄청 화내겠지? 조용히 숨겨야겠어.,2
아마 내가 오늘 일 대충 해서 한동안 고생 좀 할 거야. 너무 통쾌하다.,2
내가 일을 잘해서 승진이 빠른 게 잘못은 아니지 않아? 따돌리는 건 너무한 것 같아.,2
직접적으로 말하는 것도 아니고 은근히 이러니까 완전 기분 나쁘지.,2
당연히 안 좋지. 너무 화가 나서 참을 수가 없어!,2
응.그런것같아.남자친구가 나한테 질려서 떠나시면 어떡하지?,2
부디 건강한 모습으로 나와야 할 텐데.,2
보기만 해도 너무 질투가 나서 그래.,2
그 사람은 날 안 좋아하는 게 아닐까 자꾸 안달 나게 해.,2
내가 잠시 정신이 나갔었나 봐. 왜 그랬는지 몰라.,2
그래도 그렇지 어떻게 먼저 연락을 안 할 수 있지?,2
나에게는 정말 많이 친한 친구라서 한 소리 하는 게 고민되기는 해.,2
무엇 때문에 그러는지 알 수가 없네.,2
술자리에 남자만 있으면 내숭을 떠는 게 그냥 그래.,2
원수같이 싸우고 난 뒤인데 그런데 또 보고 싶어. 참 이상하지?,2
아무래도 그런 게 있다가도 나중에는 의미가 약해지는 것 같아.,2
헤어지지는 않았지만 애인의 마음이 떠난 것과 이별이 올 것이 느껴져.,2
그러니까 말이야. 같이 전시회 보러 가기로 했는데 화나서 집에 갈까 말까 고민 중이야.,2
요즘 빚 때문에 힘들어하기는 했는데 이렇게 무책임 할 줄이야! 정말 믿었던 친구라 화가 나.,2
계속 오지 말라고 해도 막무가내로 온다고 해서 솔직히 너무 짜증나. 아직 정리를 못해서 엉망이란 말이야.,2
동료는 오후에 외부 미팅 따라가야 해서 나만 야근하고 죽어날 판이야. 진짜 일처리가 개판 아니야?,2
회식 중간에 가면 부장님이 엄청 싫어해. 그래서 이러지도 저러지도 못하고 있어.,2
보고서 수정본 파일이 필요해서 연락했는데 감감무소식이야. 속이 타 죽겠어.,2
응.정말 놀랐어.이십분 지각해서 결국 면접을 못 봤어. 면접을 꼭 봤어야 했는데 미치겠어.,2
시험기간이라는 거 자체가 나를 뭔가 나를 조급하게 하고 속이 타고 안절부절 못하겠어.,2
내가 일할 때 가짜 신분증으로 술을 산 미성년자가 신고했대. 미쳤어 정말!,2
응. 남자친구를 어떻게 하는 게 좋을까?,2
응. 나는 너무 부담스러워.,2
응. 남편이 나를 그렇게 대하는 태도를 고쳤으면 좋겠어.,2
응. 나는 내가 사랑하는 사람과 결혼하고 싶어.,2
응. 내 몸을 어떻게 해야 할까?,2
응. 이런 생활을 계속 이어나가야 할지 고민돼.,2
응. 나는 그 사람들이 날 이해 해줬으면 좋겠어.,2
응. 나는 외모 외에 것들도 좋아해줬으면 좋겠어.,2
응. 나는 친구와 다른 얘기를 하고 싶어.,2
응. 나는 남편이 술을 줄였으면 좋겠어.,2
응. 나는 딸이든 아들이든 예뻐해 줬으면 좋겠어.,2
응. 나는 남편이 아이의 기저귀를 못 갈아주는 게 이해가 안 가.,2
완전 놀랐지. 여직원에게 한마디 했더니 뻔뻔하게 대응하더라고.,2
신입 사원도 열심히 일하면 그만한 대가를 받아야 한다고 생각해.,2
커피를 타려고 입사한 것은 아닌데 나를 왜 이렇게 대우하는지 모르겠어.,2
다리를 쳐다보지 말라는 눈빛을 보냈는데 모른 척 하는 것 같아.,2
맞아. 자신의 일도 제대로 못하면서 여직원들 평가를 하고 있다니 너무 한심하다고 생각해.,2
고민이 많아. 많은 친구들이 취업문제로 함께 고민하고 있어.,2
맞아. 질서 없는 일처리에 내가 억울하게 욕을 먹는 일도 있었어.,2
사회생활을 하려면 술을 꼭 마셔야하나 답답한 마음이 들어.,2
나보다 학점도 낮았던 친구가 집안 인맥으로 우리 회사에 입사했어.,2
거액의 빚이 있었으면 결혼 전에 미리 얘기해 줘야하는 거 아닌지 정말 황당하네.,2
왜 그전까지 그 사실을 숨긴 것인지 모르겠어.,2
그렇게 생각하고 있는지도 몰랐고 그냥 황당해서 아무 말이 안 나오네.,2
나를 좋아하긴 하는 건지. 자꾸 이러는데 헤어지는 게 나은 건지 모르겠어.,2
왜 날 아는 지인이라 소개했던 건지. 나하고 헤어져야 정신을 차릴까나.,2
어떻게 이렇게 무신경할 수가 있지? 생각할수록 화가 나고 분하네.,2
내가 그 정도밖에 안 되는 사람인 건지. 도대체 왜 그러는지 모르겠어.,2
화가 많이 나서 연락도 안 받고 있어.,2
화가 나서 아침부터 싸웠어. 생각할수록 어이가 없네.,2
어떻게 이렇게 공감 능력이 부족한 걸까? 앞으로는 아예 안 챙겨줄까 생각도 해봤어.,2
약속시간을 지키지 않고 항상 늦는데 내가 만만한 건지. 아니면 애정이 식은 건지.,2
내가 잘못을 하던 본인이 잘못을 하던 왜 항상 그런 식인지 모르겠어.,2
부모님이 항상 취업 때문에 잔소리를 해서 화가 나기도 하고 한편으로는 그만큼 서운해.,2
부모님께서 항상 나를 볼 때마다 한숨을 쉬고 언제 직장 다니냐고 매번 싸워.,2
나의 의견을 들어주지 않아서 더 슬프고 서운했어.,2
의도가 뻔히 보이는 아부꾼들인데 교수님은 왜 그걸 모르실까?,2
당연히 내가 더 좋은 성적을 받을 줄로만 생각했어. 교수님의 평가 기준이 이상해!,2
이럴 줄 알았으면 남들이 하는 만큼만 했지. 괜히 열심히 했다는 생각이 들어.,2
허락도 없이 남의 저작물을 베껴 가는 것은 도둑질과 다를 바 없다고 생각해.,2
코로나일구로 다니던 직장에서도 해고되는 사람이 많은데 부모님은 몰라주셔. 취업을 하는 게 너무 힘들어.,2
위로는 못 해줄망정 핀잔만 주니 너무 미워.,2
나도 개인적인 시간을 보내고 싶은데 친구들은 뭐든 함께하길 바라는 것 같아. 매번 거절하기도 미안해.,2
그런데 친구들이 자주 만나자고 해서 내시간이 뺏기는 것 같아서 정말 성가셔.,2
맞아. 내가 하고 싶은 일이 있으면 알아서 할 텐데 무조건 잔소리부터 하니까 의욕이 팍 식는 기분이야.,2
맞아. 그래서 엄마랑 말다툼을 했는데 지금 서로 기분이 상한상태야. 내가 말을 심하게 한 것 같아서 미안하기도 해.,2
내가 답답해서 그렇게 하면 살이 빠지겠냐고 했더니 오빠가 괜히 주눅든 것 같아서 미안하네.,2
맞아. 그래서 내가 차라리 쇼핑몰 피팅 그대로 입으라고 얘기해줬더니 쇼핑몰 사진들까지 가져와서 골라달라고 해서 진짜 성가셔.,2
그래서 내가 전화 좀 작작하라고 직설적으로 말했더니 친구가 상처받은 것 같아.,2
맞아. 주로 매번 돈 필요할 때만 찾고 제때 갚지도 않아서 매번 받지 않아도 될 스트레스를 받고 있어.,2
그래서 내가 단호하게 얘기하려고해.,2
어디 같이 갈 때 그곳에 나도 태그하고 싶대. 나만 태그할 수 없대.,2
전에 안 좋은 일 있었던 건 싹 잊어버리고 반가운 척을 하니까 더 짜증나.,2
맞아. 그래서 내가 아줌마가 뭔데 내 결혼에 왈가왈부 하냐고 진짜 무례하다고 했더니 어제 미안하다면서 찾아오셨어.,2
내야 될 서류가 너무 많아서 뭐부터 하면 좋을지 모르겠어.,2
사장님이 자리에 못 오게 할 수도 없고 스트레스라도 덜 받고 싶어.,2
나보고 뭘 어떻게 하라는 건지 모르겠어.,2
무엇부터 알려줘야 할지 고민 중이야.,2
불이익 생길까 봐 비위 맞춰주는 게 보통 일이 아니야.,2
퇴사 전까지 어떻게 버틸지 고민이야.,2
퇴사도 얼마 안 남았고 어차피 안 볼 사인데 왜 자꾸 귀찮게 구는 거야.,2
왜 나를 그렇게 싫어하는지 모르겠어. 무슨 이유라도 있나.,2
아이 우는 소리에 깨는 일상이 너무 힘들고 남편이 원망스럽기까지 해.,2
회사에서도 공평한 취급을 받고 싶은데 어떻게 하면 좋을지 고민이야.,2
직장 동료들이 나의 성 정체성을 이해해 주면 좋겠는데 어떻게 해야 할지 고민이야.,2
회사에서 공평한 취급을 받고 업무에 지장이 없으면 좋겠는데 어떻게 해야 할지 고민이야.,2
여자 화장실을 이용하더라도 동료들이 수군거리지 않았으면 좋겠는데 고민이야.,2
팀장님이 차별하지 않았으면 하는데 어떻게 해야 될 지 고민이야.,2
직장 동료들이 수군거려도 잘 이겨냈으면 좋겠는데 어떻게 해야 할지 고민이야.,2
사람들이 본인과 다른 부분을 욕 하지 않았으면 좋겠는데 어떻게 해야 할지 모르겠어.,2
성적 지향성에 대해 다른 점을 인정해 줬으면 좋겠는데 어떻게 해야 할지 고민이야.,2
회사 상사 또한 말을 아끼고 상대에게 피해가 되는 말을 하지 않아야 하는 것을 인지시키고 싶은데 고민이야.,2
직장 동료들이 나의 성 정체성에 대해 함부로 이야기하지 않았으면 하는데 고민이야.,2
남을 비하하는 발언은 하지 않으셨으면 좋겠는데 고민이야.,2
어떻게 이런 문제로 불이익을 줄 수 있지? 기분이 너무 나빠.,2
여자 친구한테 내 분노에 대해 솔직하게 얘기할지 말지 고민이야.,2
여자 친구한테 솔직한 내 심정을 말해야 될지 말지 고민 중이야.,2
애인한테 솔직하게 말하라고 말을 할지 말지 고민 중이야.,2
그 남자에게 내가 직접 말을 할지 말지 고민 중이야.,2
솔직하게 말했으면 차라리 나은데. 왜 숨겼는지 물어볼까 말까 고민 중이야.,2
다른 여행도 아니고 신혼여행인데 너무 화가나.,2
그냥 그대로 강행할지 빨리 끝내야 할지 고민 중이야.,2
똑같이 때려줘서 복수를 하고 싶은데 그냥 경찰서에 데려가는 게 나을지 고민 중이야.,2
나도 일하느라 힘든 상태인데 아내는 그걸 몰라줘. 솔직하게 얘기를 할지 말지 고민 중이야.,2
졸려도 참아가면서 밤 새고 만든 건데 정말 화가 나.,2
응 평소에 다른 업무를 할 때도 마찬가지야. 꼬투리만 잡으려고 해!,2
직원들을 위한 복지는 없으면서 업무만 과도하게 시키니까 조금 화가 나.,2
힘들다보니 가끔 지칠 때도 있어.,2
내가 주로 내지. 근데 나만 계속 내니까 감당이 안 되고 힘들기도 해.,2
속상하고 마음이 너무 힘들어.,2
왜 나한테만 자꾸 구박을 하는 걸까? 고민이네.,2
왜 일은 해도 해도 줄지를 않을까? 고민이네.,2
왜 나한테 일을 더하기를 바라는 걸까? 의문스럽네.,2
왜 나한테 예고 없이 일을 시킬까? 의문스럽네.,2
왜 주말에도 일을 해야 하는 걸까? 의문스럽네.,2
왜 기업들은 면접을 볼 때 요구하는 서류가 많은 걸까? 의문스럽네.,2
왜 중소기업의 환경이 열악할까? 의문스럽네.,2
왜 밖에서 받은 스트레스를 직장에서 푸는 걸까? 의문스럽네.,2
왜 미리미리 말을 하지 않는 걸까? 의문스럽네.,2
왜 주는 월급보다 많은 양의 일을 시킬까? 의문스럽네.,2
처음도 아니고 자꾸 그러니까 좀 신경이 쓰이네.,2
자기 일이 끝났으면 남의 일을 돕고 다같이 쉬어야 하는 건데.,2
앞으로 어떻게 해야 할지 모르겠어. 이대로는 이 사람이랑 못 살 거 같아.,2
말하자니 또 싸울 거 같아. 너무 짜증이 나.,2
나도 일을 많이 하고 와서 힘든데. 아내는 그것을 잘 몰라주는 거 같아.,2
왜 오지 않았냐고 물어 보고 싶은데 할까 말까 고민 중이야.,2
이런 내 상태가 너무 싫어서 다른 일에 집중해보려 해.,2
나쁜 친군데 너무 인기가 많아졌어.,2
억울한 일을 너무 많이 당했어. 이제 좀 이기적으로 살아 보려고.,2
부모님은 내 월급을 다 본인들이 관리하기 원하셔.,2
저 친구는 정말 변한 걸까? 나도 그 친구에게 상처받은 게 많아.,2
임용고시를 계속 봐야 하나 고민이 돼.,2
아예 대학을 가지 말고 일을 시작 할까 고민이야.,2
가족들한테 아무 도움 안 되는 내가 싫어.,2
슬픈 것도 슬프지만 위로해 줄 친구 하나 없다는 것 때문에 많은 생각이 들어.,2
이것도 친구라고. 이제 그만 만나야겠어.,2
치킨도 꼴보기가 싫어졌어.,2
응. 힘들게 작성했는데 날아가서 화가나.,2
응. 네 달째 들어오지 않아 세금도 못 내고 있어.,2
응. 삼 년째 취업을 못해서 답답해.,2
아직 집도 없고 수입이 많은 편도 아닌데 너무 불안해.,2
아이에게 심각한 문제가 있으면 어떻게 할지 모르겠어.,2
여자 친구가 착하다고 생각했는데 어떻게 나를 배신할 수 있는지 모르겠어.,2
직장을 못 찾은 나에게 너무 화나.,2
내가 필요할 때만 연락이 와.,2
친구들은 사준다고 나오라고 하는데 미안해서 못 나가겠어.,2
아침에 일어날 때마다 스트레스 받는데다가 회사 가는 것도 정말 끔찍하게 느껴져.,2
맨날 나만 시키는 것 같은 기분이야 나 햇빛 알레르기도 있는데.,2
평소에도 마감이 빠듯했는데 이번에는 다들 일주일 내내 야근해야 겨우 끝낼 수 있을 정도야.,2
가고자 했던 곳은 다 안됐으니 이제 어디에 지원해야 될지 고민이야.,2
야근 때문에 내 시간은 하나도 없고 다 그만두고 싶다.,2
일하느라 스트레스 받아서 운동할 마음도 안 들고 몸도 축축 처지는 것 같아.,2
처음 입사해서 모든 게 다 낯선데 과장님이 너무 완벽주의자라 힘들어.,2
첫 프레젠테이션이라 잘할 수 있을지도 미지수인데 어떻게 해.,2
왜 무능력한 동료 때문에 내가 피해봐야 하는지 모르겠어.,2
다른 회사에 비해 이점이 없지만 그냥 커리어 때문에 버티는 거지 요즘은 정말 지쳐.,2
부려먹기는 그렇게 부려먹고 실적도 비슷했는데 평가 기준이 잘못된 것 같아.,2
힘들어서 회식을 몇 번 안 갔더니 팀장님이 의도적으로 나를 무시하고 분위기를 그렇게 몰고 가.,2
사수는 왜 항상 일을 제대로 가르쳐 주지 않는 걸까?,2
아침마다 반복되는 일상에 너무 지쳤어.,2
더는 안 되겠어. 커피 심부름을 시키지 말라고 말해야겠어.,2
나한테 변명할 기회조차 주지 않았어.,2
회사 선배에게 잔소리도 들었어. 정말 짜증이 나.,2
본인이 잘못한 부분에 대해서는 사과를 하는 게 맞지 않아?,2
저번에도 일을 다 하지 않고 퇴근해서 다음날 내가 고생했어.,2
오늘 퇴근 후에 저녁 약속이 있는데 못 가겠어.,2
뒤에 다른 약속이 있을 때는 늦게 끝낼 수도 없어서 난처해져.,2
그래도 어쩌겠어 하라면 해야지.,2
보고서를 열심히 써도 될까 말까인데 그냥 내가 빨리 쓰는 게 낫겠어!,2
왜 나만 외근을 시키는지 정말 모르겠지만 빨리 다녀와야겠어.,2
다른 직장 동료들도 있는데 업무를 조금 나눠서 동일하게 주면 좋을 텐데.,2
팀원들이 각자 맡은 일이 많아서 바쁜 건 알지만 참여를 해줘야 업무를 빨리 끝낼 텐데 말이야,2
열심히 준비했는데 안 됐어.,2
자기는 얼마나 좋은 직업이라고 나한테 그러는 걸까? 짜증 나!,2
나한테만 왜 그러는지 모르겠지만 참아야지 어쩌겠어.,2
그래도 취업 문이 좁은 현실은 어쩔 수 없다는 건 알지만 이런 현실이 화나!,2
그래서 직장 상사랑 얘기를 하다 보면 나도 모르게 방어적으로 돼.,2
그런 발언들은 무슨 생각에 말하는 건지 모르겠어.,2
응. 제대로 알지도 못하면서 말이야.,2
그냥 아내가 싫어. 이젠 말하기 싫어서 등까지 돌려버렸어.,2
왜 여자 친구랑은 아무리 얘기해도 제자리인지 화가 나.,2
아내와 같이 자기 싫은데 아내한테 어떻게 말해야 할지 모르겠어.,2
아내한테 이제 잔소리 듣기 싫어. 어떻게 하면 잔소리 안 들을 수 있을지 고민이야.,2
여자친구한테 어떤 식으로 말해야 내 마음을 알아줄지 고민이야.,2
내가 언제까지 이래야 되는지 모르겠어.,2
아내랑 같이 있는 게 싫어. 언제까지 이래야 할지 모르겠어.,2
친구가 고집이 세서 내 말을 들으려 하질 않아.,2
친절의 표시라고는 하더라도 어떨 땐 부담스러움을 넘어서 짜증이 나기도 하지.,2
나도 그 회사에 다니고 싶었는데 자격증이 없어서 지원해보지도 못했어.,2
나를 무시하던 그 친구가 나보다 좋은 직장에 들어가는 건 싫어.,2
너무 괴로웠었는데 그 친구도 힘들 거라 생각하니 기뻤어. 그 친구가 후회하고 나에게 사과했으면 좋겠어.,2
그 친구는 나에게 질투의 대상이면서 동시에 동경의 대상이었어. 그런 친구가 불행하다는 게 기쁘면서 화가 나.,2
너무 힘들어. 사람들이 점장님의 실체를 알았으면 좋겠어.,2
내가 가진 차를 비하하면서 이야기하는 게 너무 짜증났어. 친구가 차 사고나 냈으면 좋겠어.,2
심지어 약속시간 삼십 분 전에 약속을 깼어. 나는 이미 약속장소로 가던 중이었는데 말이야.,2
특히 다른 사람을 무시하는 태도가 정말 마음에 안 들어. 그 친구와는 더 이상 대화를 하고 싶지 않아.,2
그 친구랑 있으면 주변에서 항상 나와 그 친구의 외모를 비교해. 다들 장난처럼 이야기하지만 나는 그게 너무 스트레스야.,2
그 친구가 다이어트 한다고 하면 주변에서 나랑 비교하면서 한소리 씩 하거든.,2
성형 사실을 모르는 사람들에게 나를 깎아내리려고 해. 그래서 주변 사람들에게 성형 사실을 알릴까 고민이야.,2
내가 정말 가고 싶었던 회사인데 친구는 그 회사 들어가는 게 별거 아니라는 듯이 무시했어.,2
내일도 나에게 넘겨주겠지. 나도 짜증나니까 꼭 많이 똑같이 넘겨줄 거야.,2
어떻게 하면 똑 소리 나게 한소리 말해줄 수 있을까?,2
오늘은 이렇게 넘어갔는데 계속 시키시면 어떡하지?,2
매번 그렇게 재촉하셔서 스트레스가 엄청 받아.,2
자꾸 잔심부름 시키면 어떻게 해야 할까?,2
앞으로도 계속 무시하면 나도 똑같은 태도로 대할 거야.,2
올바른 일을 한 거겠지? 마음이 살짝 불편하긴 해.,2
몰래 대충 일처리 한 게 들키면 어쩌지? 불안하기도해.,2
팀장님은 왜 강제로 술을 마시게 하는 걸까? 요즘시대가 어떤 시대인데.,2
너는 안 된다고 너무 늦었다고 자꾸만 비하해. 화가 나지만 크게 싸울까 봐 말을 못 하겠어.,2
왜 그러는지 이유를 도통 모르겠어. 어떻게든 말을 해 보고 싶어.,2
뽑아줘야 경력을 쌓는데 경력이 없으면 왜 뽑질 않는 걸까? 너무 화가나.,2
왜 나를 채용하지 않는 건지 너무 속상해. 나는 정말 열심히 일할 준비가 되어있는데 말이야.,2
면접 보러오라는 연락이라도 받았으면 좋겠어. 서류통과도 쉽지가 않아 너무 속상해.,2
내가 희망하는 회사들은 왜 나를 받아주지 않는 걸까?,2
뭐 때문에 마음에 안 드시는 건지 내 의견은 들으려고 하질 않으셔.,2
현실에 안주하면 안 될 것 같아. 시간이 지날수록 불안함이 커져.,2
나도 열심히 한다고 하는데 그만큼 성과가 나오지 않아 속상하고 좌절감이 들어.,2
프로젝트 기한이 얼마 남지 않아서 팀원들에게 좀 더 빠르게 일을 처리하라고 닥달했어.,2
업무가 너무 많아 자격증 공부를 할 시간이 없어서 조급해져.,2
학자금 대출 때문에 마음은 급한데 취업이 안 되니 너무 힘들어.,2
당연하지. 어떻게 얻은 결과인데.,2
더 잘 할 수 있었는데. 심지어 연습할 때보다 훨씬 잘했어.,2
사실 면접관들이 나한테 취약한 부분만 공략해서 질문을 해서 자신이 없는 거야.,2
맞아. 지방으로 내려가서 일을 하면 불편한 점이 한두 가지가 아니야.,2
맞아. 오늘은 중요한 프로젝트를 발표하는 날이었어.,2
엄청 짜증나. 만약 일이 잘못되기라도 하면 나한테까지 불똥이 튈 수도 있잖아.,2
분명히 공부한 부분인데 문제를 보자마자 헷갈렸어. 맞았으면 좋겠다.,2
몇 번 떨어지니까 성급해졌나 봐. 합격하고 싶어서 안달이 났어.,2
맞아. 퇴사를 해야 할 거 같아.,2
응. 옛날부터 이게 도대체 몇 번째인지 모르겠어.,2
응. 한두 번 그러는 것도 아니고 몇 달 전부터 계속 있어왔던 일이야.,2
응. 너무 구역질 나서 과장 얼굴에 침을 뱉고 싶었어.,2
응. 잘해줘도 모자랄 상황에 왜 직위를 이용해서 그러는지 도무지 모르겠어.,2
응. 취업을 못할 수도 있는 건데 계속 그걸 가지고 사람을 깎아 내리니까.,2
응. 내가 없는 곳에서 나에 대해 그렇게 얘기를 했다고 들으니까 구역질이 나.,2
한두 번도 아니고 보고 있자니 구역질 나고 더 이상 방관할 수 없어.,2
응. 지원하는 회사마다 줄줄이 탈락하니 이제는 취업 생각만 해도 머리가 터질 것만 같아.,2
응. 매일 항상 일이 많아 야근을 하니까 이제는 구역질만 나와.,2
응. 사람 관계가 이렇게 힘든 건지 몰랐는데 이제는 나를 골치 아프게만 해.,2
응. 이기적인 태도로 자기 자신만 생각하니까 이제는 구역질만 나.,2
응. 자기 자신만 항상 생각하니까 이제는 보고만 있자니 구역질이 나.,2
자기 잘못을 나한테 미루면 어떻게 해. 상황 설명도 제대로 안 해주고.,2
동료가 잘못한 걸 해명을 못해서 억울하게 내가 당하게 생겼네. 미치겠어.,2
몇 번 해줬는데 집에 쉬는데도 전화를 해서 부탁하는데. 어이가 없네.,2
화가 나기는 하지만 희망고문인 거지. 추가 질문까지 나와서 내가 당연히 된 줄 알았거든.,2
입사 동기라 속 얘기를 많이 했는데 배신당한 거 같아 속상해.,2
적나라하게 얘기하던데 평상시 나를 응원해주던 사람도 그런 맘이었는지 몰랐었어.,2
힘들게 일해도 현장직이라 인정을 못 받을 때가 있는 거 같아.,2
