,sentence,label
7314,죽음에 대해 사람각해본 적 있어?,3
7315,나는 이번 기회에 큰 성과를 거둘 수 있을 거라고 믿어.,0
7316,아빠 사업에 문제가 생겼다고 하네 많이 불안하다.,4
7317,상사가 권위를 남용해서 직원들을 괴롭히는데 보고만 있자니 구역질이 나.,2
7318,나를 괴롭힌 그 애는 더 좋은 학교로 전학을 갔어.,4
7319,회사 일로 바쁘다고 가정에 소홀했더니 가족끼리 관계가 멀어진 것 같아.,1
7320,그래도 개돼지들은 가만히 있자나 지들이 지옥으로 입문하는지도 모르고 월몇푼 주니까 좋다고 아가리 처닫고ㅋㅋ,6
7321,지랄 개소리 쳐하고 자빠졌네 보지년아,6
7322,우리 집은 작고 초라해. 친구들은 자꾸 우리 집에 놀러오고 싶다는데 어떻게 해야 할지 모르겠어.,5
7323,나 여태까지 꿈이 없었는데 학교 활동하다 보니 내가 하고 싶은 게 뭔지 알게 됐어.,0
7324,애들이 나를 무시해.,4
7325,요즘 부쩍 언제 죽을지 몰라 무서운 기분이야.,3
7326,댄스 동아리에 내 이상형의 얼굴을 가진 잘생긴 친구가 새로 들어왔어. 얼마나 잘생겼는지.,0
7327,아내도 애들도 다 필요 없다는 생각이 들어.,1
7328,요즘 나 좀 이상해. 어떤 때는 웃음이 나다가도 금방 슬퍼져. 전에는 이런 적이 없었거든.,1
7329,좆냥이주인쉑덜왜 집사집사 ㅇㅈㄹ함 ?,6
7330,이번 프로젝트가 무산될 가능성이 높아서 불안해.,3
7331,자꾸 몸이 안 좋으니까 혹시나 나쁜 병이 생긴 건 아닌가 하고 불안해.,3
7332,내 스스로가 너무 한심해. 남편 때문에 병을 얻었는데 남편 걱정을 하네.,5
7333,아직 쪽지시험까지 시간이 많이 남아서 공부한 내용은 다시 복습해야겠어.,3
7334,와 이젠 일베할떄 위도 살펴봐야겟네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ경찰이 수습한다고 폰 주웟는데 일베틀어져있으면 ㅈ되겟다 ,6
7335,회사 회식 문화 때문에 어쩔 수 없이 회사에 참석하는데 사실 너무 재미없고 힘들어.,2
7336,요즘 아들이 나랑 대화를 하려고 하지 않아 불안해.,3
7337,나는 공부를 못해서 누구에게도 도움이 안되는것 같아서 친구들은 나를 쉽게 떠날 수 있을 거야,3
7338,오늘 편의점 아르바이트를 시작한지 하루 만에 잘려서 화가 나.,2
7339,허리 재활 치료를 마치고 아들과 함께 집으로 돌아가는 이 길이 평화롭고 소중해.,0
7340,치매 때문에 혹시 몰라서 미리 실종 방지 팔찌를 착용시켰어. 솔직히 기분이 나빠.,2
7341,온 가족이 함께 찜질방에서 구운 계란과 식혜를 먹고 있는데 맛이 기가 막혀서 기뻐.,0
7342,요즘 무릎이 아파서 걷는 게 매우 힘들어.,2
7343,학교에서 딸아이가 학력 평가 시험을 보았어. 오늘 성적이 나온다고 해서 초조해.,3
7344,ㅋㅋㅋㅋㅋ 너 용접공이냐? 존나 웃기네. 잘가 병신아.,6
7345,@시계는아침부터똑딱 윤지오같은 애들하고나 어울리는거 보면 원래 개념없는 년인건 확실,6
7346,미친년이네 ㅋㅋㅋ 손봐라 ㅆㅂ 외모도 보이네 ,6
7347,직장 동료들이 내가 없는 틈을 타 험담하는 것을 들었어.,5
7348,얼마 전 친구가 괴롭힘을 당하고 있었는데 도와주지 못했어.,1
7349,해마다 날씨가 선선해지면 무릎도 시리고 걷는 것도 힘들어져 우울하고 슬퍼.,3
7350,조금이라도 젊었을때 아이들하고 놀아주지 못한걸 후회가 돼.,1
7351,ㅇㅇ 느금마 기생충 구더기 곱등이 연가시 엑시구아 바퀴벌레 시궁창 쥐새끼들한테 애미 애비가 창자까지 돌림빵쳐당한 유사인류 씹김치년 에미뒤진 걸레갈보개씹창년 허벌보지 니미 씹창 좆물통을 사시미로 토막내고 도려낸 다음에 마체테로 찢어죽여버릴 육변기 개갈보지 씹창년새끼 ㅋㅋ 그리고 그 시체를 닭모이통에다 쑤셔쳐갈아버린 다음에 니 애비 십이지장에다 뼈채로 쑤셔박아버릴 육변기 개갈보지 씹창년새끼 ㅋㅋ,6
7352,고혈압으로 고생하고 있어.,1
7353,산부인과 검진을 하러 갔는데 내가 먹은 음식 때문에 아이가 위험하대.,5
7354,손녀와 함께 결혼식에 입장하기로 했는데 다리가 다 낫지 않아 정말 걱정돼.,3
7355,어릴 때부터 꼭 가고 싶었던 예술 고등학교에 떨어졌어. 아무 의욕이 생기지 않아.,1
7356,내 친구가 날 대신하여 나섰다가 폭행을 당했다는 소식을 들었는데 심장이 멎는 줄 알았어!,1
7357,오래 회사 생활을 하고 싶은데 승진도 잘 안 돼서 그만두게 될 것 같아.,2
7358,일에 집중하는 내게 매번 말을 거는 동기가 귀찮고 성가셔.,2
7359,신문에 우울한 기사가 났더라고.,1
7360,아빠의 사업이 잘 돼가고 있어. 모두가 걱정했었는데 잘 되어서 얼마나 다행인지 몰라.,0
7361,베충이왈:이것은 조작이므니다!! 빨갱이 조사기관 이므니다~ 천황폐하 만세!!,6
7362,새로 산 옷을 입고가면 친구들이 나를 좋게 평가해줄 것만 같다는 생각이 들어.,5
7363,금딸 하려면 원본 저장해야 되는 부분인가..진짜 개역겹네,6
7364,아들이 졸업식 날 아빠만 오지 말라고 하더라고.,5
7365,가족들이 나를 밀어내는 것만 같아서 외롭고 슬퍼.,4
7366,미술학원에 다니면서 미술을 배우고 싶다고 엄마에게 말했는데 엄마는 안 된대.,1
7367,오늘 병원 다녀왔는데 혈당이 도대체 떨어지지 않아 매사에 의욕이 없어?,2
7368,친구가 얼마 전에 갑자기 쓰러져서 충격이야.,4
7369,어제 갑자기 큰 아이가 자동차를 사야겠단 이야기를 하더군. 아무래도 직장을 다니면서 대중교통을 이용하는 것이 불편한가 봐.,3
7370,나는 다른 사람들과 한 공간에 머무는 게 답답하고 싫어.,3
7371,선생님이 내가 따돌림 당하는 걸 보고도 모른 척 하셨어. 어떻게 그러실 수 있지?,4
7372,병신새끼...,6
7373,반 친구들이랑 다 같이 찍은 사진이 있었는데 내 얼굴에만 낙서가 있었어. 속상하다.,4
7374,오늘 인사발령 결과가 나왔는데 나와 가장 안 맞는 영업부로 발령이 났어.,4
7375,고지혈증 걸린 친구가 여전히 기름진 고기를 먹고 있어서 한심해 보여.,5
7376,요즘에 부모님 세대들이 규칙적이고 건강한 생활을 하시는 걸 보면 아직도 철없이 인스턴트 음식을 먹고 탄산음료를 좋아하는 우리가 부끄러워져.,5
7377,아기가 곧 태어나는데 양육을 위해 필요한 물품을 마련할 능력이 안 되는 내가 너무 한심해.,4
7378,치매 초기 증상이 있어 방금 들었던 말이나 행동을 기억하지 못해 오해를 사기도 해.,3
7379,쳐 웃기는,6
7380,우리 지역에 전염병이 퍼져서 가족들을 집에만 있게 했어.,3
7381,이번 프레젠테이션 열심히 준비했는데 우리 팀이 제일 낮은 점수를 받았지 뭐야.,1
7382,그 짝사랑을 일절 활용할 생각이 없는 느그가 쓸모없는 쓰레기인거임.그 년을 쟁취하고 싶다면 너의 가치를 높여야하는거고 그라믄 노력해야지.가치와 스팩을 높일 생각은 한개도 없으면서 아아 날 몰라주는 개쌍년 사랑한다!! 뭔 쓰레기 짓거리인지,6
7383,그래도 삼성 부장 정도면 연봉 몇억씩 받았을텐데 그리고 퇴직금도 오지게 받았을텐데 그거로 차라리 일용잡부 뛰면서 한달에 200정도 생각하고 나머지돈으로 생활비쓰지뭣하러 떡볶이집 오픈해서 고생하시냐.... 진짜 장사로 투자1.5억해서 1.5억 본전만 찾아도 다행인시대다게이들도 만약에 퇴직금 다해서 현찰 2억 정도 있으면 그돈 생활비로 야금야금쓰고 일용잡부 뛰거나 아님 뭐 월급쟁이 마트 직원 그런거라도해라어지간해서 사업하면 돈 까먹고 싹 다 망하는 세상임,6
7384,딸이 갑자기 학교를 그만 다니겠다고 해서 충격적이야.,4
7385,우리 가족 사진이 동네 사진관 대표 모델로 선정되어 사진관 바깥에 전시되고 있어.,0
7386,중년에 벌써 몸이 아프니 혼자 고립된 느낌이야.,4
7387,등산을 가려고 하는데 자녀들이 위험하다고 말려.,5
7388,아빠가 모르는 여자를 엄마라고 부르래.,4
7389,동생이 집 나갔는데 계속 요 며칠째 연락이 안 돼.,3
7390,오늘 직장에서 회사 동료에게 속 시원하게 한 마디를 했더니 속이 후련해!,0
7391,이 개씹새끼 감성팔이로 일베 두 번 왔네 딸 팔아서 일베 렙업하려는 호로새끼 ㅋㅋㅋ ㅁㅈㅎ 쳐먹어라,6
7392,어제 엄마 퇴근시간에 맞춰서 저녁상을 차려드렸어. 엄마가 기특해하시면서 맛있다고 칭찬해주셨어.,0
7393,빨렙들이 퍼오는 정치글들 제목 보기만 해도 역겨움,6
7394,글쓴이 와꾸 승리에 비하면 방사능 피폭 원숭이 일듯..,6
7395,병신년들 평소 짤게에서 온갖 직업들 조리돌림하던 새끼들이 이제와서 무슨 성인군자라도 납셨냐?죠센징 마인드 어쩌구 지랄하기 전에 느그들 자신을 먼저 돌아보는건 어떰?ㅉㅉ,6
7396,아들이 퇴원을 기념하며 꽃다발을 들고 왔어. 난 정말 기뻐.,0
7397,지금까지는 특별히 아픈 곳이 없었는데 계속 아픈 곳 없이 살 수 있을까?,2
7398,일 잘하는 것 가지고 동기들이 나만 모임에 안 불러서 기분이 나빠.,2
7399,근데 장난 농담 때리노 ㅅㅂ련아 표현 같은 소리 하고 있다  표현은 ㅅㅂ 에로DVD 작가한테 가서 표현배우고,6
7400,회사 실적 순위가 생각보다 낮게 나왔어.,1
7401,이번 기말고사에서 전부 백 점을 받았어. 이런 적은 처음이야.,0
7402,다들 이 나이에 어느 한 곳이 아프다는데 나는 아직 아무렇지도 않으니 감사하지.,0
7403,엌ㅋㅋㅋ 부들부들 발끈 미친년 ㅋㅋ,6
7404,"한국넘들 이중성이 머냐면, 지가 안당해보면 아주 옳은 소리 하는데,  지가 당하면 다른소리한다.ㅋ",6
7405,이제 병이 다 나아서 치료 안 받아도 된다고 하니 너무 편안한 기분이야.,0
7406,남자친구는 내가 부스스한 모습으로 나가도 예쁘다고 말해. 기쁘면서도 의구심이 들어.,0
7407,나이 드는 것도 서글픈데 돈도 없어. 오늘따라 나 자신이 초라하게 느껴져.,5
7408,이십 대부터 지금까지 꾸준히 운동을 해온 덕에 근육량은 오십 대의 사람들보다 높을 거야.,0
7409,가족력 때문에 고혈압을 조심해야 하는데 딸이 자꾸 식후에 커피를 마셔. 너무 걱정돼.,3
7410,텔레비전을 보면 다들 너무 잘 지내는 것 같아서 내가 너무 초라하게 느껴져.,5
7411,아내가 뇌수술을 해서 말을 더듬는 나와 다르게 말을 잘하는 내 친구를 보며 부러워해.,2
7412,내가 관심 있는 사람이 육 개월이 넘었는데도 고백을 안 해서 헷갈려.,3
7413,직장 상사가 시키는 대로 했을 뿐인데 또 다른 상사가 내게 와서 뭐라고 하더라.,4
7414,부모 생일인지도 모르고 연락도 없는 아들때문에 화가난다.,2
7415,내가 실수 했더니 팀장님은 내게 신입 때로 돌아가 처음부터 다시 하라고 했어.,4
7416,엄마가 긴팔 입고 가라고 했는데 그냥 나왔다가 너무 추웠어.,1
7417,대구경북 당선조건 : 매국노,6
7418,혈액형을 여태 잘 못 알고 있었더라고. 나 비 형이 아니었네?,5
7419,갑자기 기절했다 눈을 뜨니 의사가 뇌졸중이래.,1
7420,ㅈ같은 아메리카요가 본점이든 지점이든 ㅈ되길 바란다,6
7421,요즘 아침에 일어나면 기운도 없고 어지럽고 그런 날이 많아져서 걱정이야.,3
7422,중학교 삼 년 내내 반장을 했었는데 고등학교에 올라와서 처음으로 반장선거에서 떨어져서 속상해.,2
7423,나이가 먹으니 주변에서 누구 죽는다는 얘기를 많이 듣게되네.,3
7424,아들이 친구와 방에서 놀면서 나에 대해서 욕하는 것을 들었는데 참 비참하더라.,1
7425,내일 교양 수업 발표인데 내가 말을 더듬을까 봐 떨리고 걱정 돼.,3
7426,출근할 때마다 지하철에 사람이 많아서 짜증 나 죽겠어.,2
7427,학교에는 나를 좋아하는 사람들이 하나도 없는 것 같아. 더 이상 학교에 다니고 싶지 않아.,1
7428,아무리 노력을 해도 수학 성적이 오르지 않아. 기대만큼 오르지 않아 슬퍼.,1
7429,나는 친구들과 관계가 너무 좋아.,0
7430,옆집 할머니가 죽을 때까지 가족들은 아무도 찾아오지 않았어. 나도 그럴까 봐 무서워.,4
7431,퇴근하고 집에 오니 아내가 무표정에 하는 말에 대답고 잘 안 해줘.,3
7432,아버지가 위암 말기래. 말이 돼? 지금까지 얼마나 건강하셨는데 뜬금없이 위암 말기라니 화가 나!,2
7433,내가 암에 걸렸다는 소리를 듣자 남편은 치료비부터 걱정해서 많이 실망했어.,1
7434,우리 부모님은 서로한테 바라는 것만 많고 맞춰주려 하지는 않아 보여.,3
7435,엄마가 빨리 집에 와야할텐데.,3
7436,딸이 너무 정리를 안 해서 힘들어.,2
7437,상사가 내게 잡일을 자꾸 시키는 걸 보니 날 싫어하는 거 같아.,1
7438,학교폭력을 해결해 줄 것도 아닌데 도와주겠다고 나서는 애들 때문에 너무 짜증나.,2
7439,체육 시간에 팀을 이뤄서 하는 수업에서 나만 혼자 남았어. 너무 외로워.,4
7440,안 좋게 헤어진 전 연인이 내 꿈에 나왔어. 자꾸 생각이나.,2
7441,친구가 매일 술을 마셔서 취해있어. 만날 때마다 취해있어서 당황스러워.,5
7442,천만다행이야. 아내가 탄 버스가 사고 났는데 아내는 다친 곳 없이 무사해.,0
7443,시발ㅋㅋㅋㅋㅋㅋㅋ잠 못자겠네ㅋㅋㅋ,6
7444,날 놀리는 친구를 한 대 쳤는데 어쩌지? 부모님께 혼날 것 같아.,3
7445,내 친구들은 내가 하는 일을 뒤에서 응원해줘.,0
7446,병원에서 입원비를 내지 못하면 더 치료를 해주지 않을 거래.,4
7447,괴롭혔던 친구가 있는데 갑자기 반항해서 당혹스러워.,3
7448,의사가 건강 관리를 해야 한다는데 지금 건강만 생각하면 좌절하게 돼.,2
7449,계속 날 쫓아다니면서 학폭위 취소해 달라고 비는 게 너무 귀찮아.,2
7450,어머니가 예전 같지 않게 기력이 많이 쇠하셔서 너무 걱정돼.,3
7451,그게 왜 김도읍한테 지랄할 일이지?,6
7452,요즘 몸과 마음이 다 힘들어서 사는 게 너무 괴로워.,5
7453,내일 건강검진 결과가 나오는데 마음이 많이 초조하네.,3
7454,식은땀이 나고 오한이 왔어.,5
7455,엄마가 나에게 나는 이 세상에 태어나면 안 될 존재라는 말을 했어.,5
7456,매년 여름 방학 때마다 가족끼리 해외여행을 다녀올 수 있어서 좋아.,0
7457,아빠가 바람을 피웠어. 구역질이 나서 미칠 것 같아.,2
7458,노인정 행사에 참여하고 싶은데 몸이 약해서 나 혼자 참석을 못해서 너무 마음 아파.,5
7459,남편이 죽기 전에 손자들 얼굴 보고 싶다고 했는데 다행히 늦지 않아서 안도했어.,0
7460,우리 아빠는 충고하듯이 무조건 대학만 잘 가면 일이 잘 될 거라고 말해서 짜증나.,2
7461,여자친구가 자기 친구들 애인과 나를 비교해서 기분 나빠.,3
7462,의사의 말대로 무릎 재활 치료를 한다면 금방 평소와 같이 걸을 수 있을 것 같다는 믿음이 생겼어.,0
7463,내가 원하던 학과를 졸업했지만 막상 취업을 하려니 일자리가 없어서 슬퍼.,1
7464,아내가 입버릇처럼 말끝마다 이혼이란 말을 달고 살아.,3
7465,건강을 위해 일찍 자고 일찍 일어나는 습관을 들였더니 몸도 좋아지고 하루가 여유로워.,0
7466,엄마와 아빠 사이에서 내가 어떻게 해야 할지 혼란스러워.,3
7467,집이 가난해서 돈을 벌려고 대기업에 입사했어.,4
7468,국가건강검진 있어서 다녀왔어. 신체나이가 더 젊다고 칭찬받았어.,0
7469,오늘 상사에게 꾸지람을 들었을 때 박 주임이 위로를 해주었어. 안 좋았던 기분이 싹 풀렸었어.,0
7470,부장님이 나를 크게 오해하고 계셔. 그런데 어떻게 해명을 할지 모르겠어.,5
7471,건강하시던 옆집 할머니가 어제 돌아가셨다고 해서 정말 당황했어. 나도 지금처럼 건강하도록 건강에 대하여 다시한번 생각해야할 나이가 된 것 같아.,5
7472,이번에 경력직으로 이직하는데 성공했어.,0
7473,결혼식 당일 남자친구가 오지 않았어.,4
7474,자식을 먼저 떠나보내고 내 딴에는 열심히 살았는데 주변에서 나보고 독하다는 거 있지.,5
7475,용돈을 좀 올려 달랬는데 아내가 못 올려 준대.,2
7476,자식들에게 항암치료로 괴로워하는 모습을 보여서 부끄러워.,5
7477,병원가기 귀찮아 죽겠네.,2
7478,재수를 했는데 이번에 또 원하는 대학에 떨어질까 봐 겁이 난다.,3
7479,여자 친구랑 둘이 만나는 줄 알았는데 여자 친구가 자기 친구들도 데려왔어. 너무 당황스럽네.,3
7480,기업 합격 발표가 얼마 안 남았어. 너무 떨려.,3
7481,친구들이 다 떠나버렸어.,1
7482,우리 부부가 아이가 잘 생기지 않아서 검진을 받았는데 세상이 무너지는 것 같아.,1
7483,회사가 진보적이라 생각해서 내가 성소수자라고 고백했는데 모두 나를 이상하게 봐서 슬퍼.,1
7484,독한 방사선 치료를 받기 시작하고 몰골이 많이 바뀐 나를 가족들이 알아보지 못하더라. 굉장히 괴롭고 힘들어.,4
7485,점심 때 기분이 좋아서 입 꼬리가 내려가지 않더라.,0
7486,선생님은 그래도 나를 이해해줄 줄 알았는데 정말 실망했어.,5
7487,아이들이 나와 대화를 하려고 하지 않아서 너무 힘들어.,1
7488,내 친구들은 공부를 잘 하는데 선생님이 온갖 편의를 누리게 해줘서 부담스러워.,1
7489,난 성격이 내성적이라서 사람들과 접촉하는 걸 싫어해.,3
7490,친구가 내 고민거리를 다른 사람에게 함부로 퍼뜨리고 다녀 상처받았어.,4
7491,아픈 곳이 없지만 재정적으로 걱정이야.,0
7492,백내장 때문에 모임에서 선글라스를 벗지 않으려고 해. 사람들이 나를 쳐다보면 부끄러울 것 같아.,5
7493,속이 더부룩하고 소화가 안 돼서 건강검진을 받았어.,4
7494,부모님 모두 날 버리고 떠나셔서 마음에 큰 상처를 받았어.,4
7495,좆메카지.개극혐ㅋㅋㅋ,6
7496,수업에 지각해서 몰래 들어가고 있는데 친구가 멀리서 내 이름을 불러서 초조해.,3
7497,고혈압이 심하니까 아내에게 음식에 간을 하지 말라고 했어.,2
7498,그거 가족전체 6000원으로 관리비포함 운영되는거다 게이야ㅋㅋ,6
7499,가정불화로 집에 가기가 두려워. 어떡하냐?,3
7500,외국인 남자 친구는 처음 만나 봐. 국제 연애는 어떨지 몰라 조심스러워.,3
7501,근데 그건 팩트임ㅋㅋ 팩트에 ㅂㄷ거리는 조센1징들,6
7502,남편 허리 검사 결과가 좋게 나와서 정말 다행이야.,0
7503,만나고 있는 사람이 있는데 다른 사람한테 자꾸 마음이 가서 혼란스러워.,5
7504,수능을 준비해야 하는데 내 성적으로 원하는 대학을 못 갈 것 같아.,3
7505,저기서 환대만받아서그렇지 5년말살고왔으면,6
7506," 나도 리재명 존나 싫어하지만, 이국종이 옳은 일 한거였다고 생각한다.",6
7507,오래 살고는 싶은데 날 챙겨주는 사람 한 명이 없으니 너무 외로워.,5
7508,저련년 방생하지말고 평생 데리고 살아줘~~부지런한 보빨병신새끼야.ㅋㅋㅋ,6
7509,나 이번 음악 실기 평가 엄청 잘 받을 것 같아!,0
7510,영입추천한 새끼나 검증한새끼나 들어온년이나 전부 병신같다,6
7511,몸이 늙어서 건강을 잃어가니 울적하네.,1
7512,아이들과의 거리가 이대로 점점 더 멀어지게 될까봐 두려워.,3
7513,배가 너무 나와서 다이어트를 해볼까해.,5
7514, 대답은 하고 자라 븅신아 ㅋㅋㅋㅋㅋㅋ,6
7515,나만 빼고 친구들이 다 취직을 하니까 마음이 더 조급해지고 답답해.,1
7516,오늘 일찍 퇴근해서 가족끼리 외식하고 산책하면서 집으로 돌아왔어.,0
7517,내가 처음에는 떠밀리는 식으로 강아지 산책했는데 하다 보니 허리도 튼튼해지고 아주 좋아.,0
7518,경제적으로 어려워서 아이 용품을 준비하는 데 너무 힘이 들어.,3
7519,어제 병원에서 좋은 소식을 들었어.,0
7520,허리 협착증이 오래되어서 수술을 했는데 움직이지 못해서 아내가 대소변을 받아주고 있어.,2
7521,술김에 오래 알고 지낸 친구에게 고백해 버려서 많이 부끄러워.,5
7522,밖에 나가서 활동을 하고 싶은데 힘이 없어 너무 우울해.,3
7523,오늘 사람들이 많은 카페에 갔었는데 다 나만 쳐다보는 것 같았어.,5
7524,사장이 이번에 승진시켜준다고 해놓고는 아직도 아무 소식이 없는데 배신당한 기분이야.,4
7525,전교 회장 후보에 추천을 받았는데 아직 출마를 할지 망설여져.,3
7526,아빠한테 야구를 보러 가자고 하니까 고민도 안 하고 바로 표를 사주셨어.,0
7527,프로젝트 실적이 성공적이었어. 느긋한 마음으로 업무에 집중할 수 있을 것 같아.,0
7528,다음 주부터 드디어 항암에 들어가는데 잘 버틸 수 있을지 긴장돼서 원.,3
7529,지네엄마 소개하고잇노 ㅋㅋㅋ,6
7530,나는 염세적인 생각을 하는 사람은 건강하게 살지 못할 거 같아.,1
7531,딸이 쓰러져서 병원에 실려 갔는데 과로가 원인이라고 하니 한숨만 나오네.,4
7532,지인에게 아내에게 좋다는 한약재를 부탁했는데 계속해서 보내는 걸 미루고 있어. 이제 점점 화가 나.,2
7533,경사 났네. 경사 났어.,0
7534,작고 느린 나를 손주들이 징그럽게 생각할까 봐 두려워.,5
7535,친구 장례식에 갔는데 직장생활을 오래 해서 그런지 화환이 많더라고. 부럽더라.,5
7536,건강을 위해 친구와 술 안 마시기 내기를 하는 중인데 이틀밖에 안 지났는데 벌써 힘들어.,3
7537,ㅈ까는 소리하네 ㅋㅋ 걔네가 하는 땜질이랑 노가다 김씨 땜질이랑 같냐고 니 말하는게 지잡대 까니까 지잡대 재학생이 의대생은 공부 잘하거든? 이거란 똑같은 소리임,6
7538,남편이 육아를 나 혼자서 책임지고 하라고 떠넘기는데 어이가 없어.,1
7539,너무 억울하네. 내가 가르쳐준 대로 일하지 않은 신입 때문에 차장님에게 혼이 났어.,4
7540,오늘 중요한 업무가 있어서 어머니 병원을 못 갔어.,5
7541,간암으로 간을 이식받아야 하는데 대기자가 많아 가망이 없다는 말에 좌절스러워.,2
7542,나 만날 늦게 나가서 지각했는데 오늘은 정시에 딱 도착했어!,0
7543,너무 슬퍼.,1
7544,아빠는 은근 눈치를 많이 줘. 내가 항상 눈치 보는데 아빠는 그런 게 안보이나 봐.,2
7545,내가 돈을 많이 못 벌어서 아이를 학원에도 못 보내다니 한심하군.,4
7546,와이프랑 결혼식장에 가야 하는데 비가 올 것 같아서 가기 귀찮아.,2
7547,나는 여잔데 동성인 여자를 좋아해. 이런 내가 이상하다고 생각해서 방어적인 태도로 살고 있어.,2
7548,형은 형이고 나는 난 데 부모님은 왜 자꾸 형이랑 나를 비교할까?,3
7549,좆같이생긴새끼가 화나서 이지랄하면 현실에서 진짜존나처맞지ㅋㅋ,6
7550,가족들이 나를 자꾸 따돌려.,4
7551,자식이 나를 두고 먼저 세상을 떠났어.,4
7552,언젠가는 병이 들고 병마와 싸우다가 죽을 것이라고 생각하면 불안하기도 하지.,3
7553,환율시세로살거면 은행가서사지 왜씨발중고나라에서 돈을사고자빠짐?,6
7554,회사 후배들이 내가 회사에서 센 척 하는 게 보기 싫다는 말을 들었어.,4
7555,딸이 없는 방을 둘러보다가 우연히 콘돔을 발견했어.,2
7556,ㅅㅂ 언덕이 70도는 되보임 ㅋㅋㅋ,6
7557,눈이 침침해 안과에 갔는데 시력이 많이  안 좋아 우울해.,5
7558,직장 상사가 나한테 일도 제대로 알려주지 않고 일만 많이 줘서 너무 힘들어.,4
7559,내일이면 퇴원할 것 같아서 기분이 좋네.,0
7560,과장님이 잘못한 일을 나한테 미뤘어. 어떻게 그럴 수 있는지 구역질이 나.,2
7561,교통사고가 났는데 보험 사기로 오해받았어.,4
7562,건강에 배신당한 것 같아.,4
7563,씨이발,6
7564,황교안이모지리라도재앙이같이 사악한 인간은아니다아주 끔찍한 인간 문재앙,6
7565,나이가 들어서 이제야 운동을 시작한다는 게 부끄럽네.,5
7566,아내가 가깝게 지내는 남자 동료가 매우 신경이 쓰여.,3
7567,이번에 이사를 와서 잘 부탁 드린다고 떡을 돌렸거든? 근데 어제 옆집 쓰레기봉투에 그 떡이 들어있었어!,4
7568,사소한 오해를 풀지 못하고 친한 친구와 점점 멀어지는 것 같아서 불안해.,3
7569,나이가 오십 대에 들어서 건강 관리를 받기 시작하니 만족스러워.,0
7570,내가 틀니 극혐해서 틀니 놀리다가 30일 차단도 당해봤지만 넌 ㅁㅈㅎ 준다노친네 같은 컴맹 틀니 상대로 조립컴 추천하는거 아니다,6
7571,건강 생각에 환멸이 나.,1
7572,오늘 버스에서 벨을 못 눌러 내려야 하는 정거장을 지나쳤어.,3
7573,동생이 길을 가다가 들고 있던 쓰레기를 아무데나 버리는 걸 보고 혐오스러웠어.,5
7574,오늘은 특히 조심해야 돼. 살짝 앞날이 두렵네.,3
7575,너무 미운 애가 있는데 어떻게 따돌릴지 고민이야.,2
7576,나는 국어를 좋아하는데 국어 성적이 가장 낮아서 속상해.,2
7577,아빠가 다른 여자를 만난다는 걸 엄마한테 알려줬는데 내가 잘 한 건지 모르겠어.,5
7578,아내가 출산을 원하지 않았는데 임신을 하고 울었어.,5
7579,혈압이 높아져서 너무 놀랐어.,5
7580,내가 동성애자라는 것 때문에 면접에 떨어질까 두려워.,3
7581,오늘 시험을 쳤는데 시험지에는 잘 풀었는데 답안지 카드에 밀려 써서 시험이 망했어. 어떡해.,4
7582,오 년 동안 날 괴롭게 하던 허리통증이 오늘 마침내 다 나았다!,0
7583,건강하게 나이 드는 게 생각보다 쉬운 일이 아니네.,3
7584,나에게 손찌검을 했던 못된 애들에게 정말 화가 나. 다 신고해 버릴 거야.,2
7585,사무실에 공동 경비가 사라졌는데 직장 동료들이 나를 범인으로 의심하고 있어 어이없게.,5
7586,공수처나 검경수사권조정이 진짜 개좆같은 거구나라고 이해하는 놈들많음.,6
7587,뭘 그렇게 마누라 어디냐고 전화를 해대는지. 그렇게 못 믿나?,0
7588,이 실장이 자기 기분에 따라 나한테 잔소리를 해서 불편해.,4
7589,오늘 반 친구가 내 상처를 봤어.,3
7590,아직도 할 일을 다 못했어. 이제 퇴근시간이 다가오는데 다 할 수 있을지 걱정이야.,3
7591,친구가 나랑 같은 계열로 바꿀까 봐 걱정이야.,5
7592,내 건강 상태가 걱정이야.,3
7593,멀봐 이 좀마나 뭐 불만있어? ,6
7594,오늘 너무 신나는 일이 있어. 드디어 내 방이 생겼어!,0
7595, 한국에 아파치가 36대 있음 한번에 북괴 기갑전력은 다 날아감,6
7596,이번에 이직했는데 회사 분위기도 좋고 동료들도 좋아서 기뻐.,0
7597,내 옆에 반려묘 하나만 있었으면 좋겠다. 외로워.,5
7598,오늘 출장 갔다가 돌아왔는데 공항에 아무도 마중 나오지 않았어. 너무 섭섭해.,4
7599,정말 신나! 오늘 집에 오니 내가 그렇게 바라던 강아지가 있더라고!,0
7600,우리는 당장 헤어져도 이상할 게 없는 관계야. 너무 슬퍼.,1
7601,친구가 대기업에 취직했는데 엄마가 그 친구랑 비교를 하며 잔소리를 해. 너무 짜증나,2
7602,내 의견에 아무도 동조해주지 않았어.,1
7603,학교에서 시험을 잘 못 봤는데 행복은 정말 성적순인가 봐.,4
7604,프로젝트를 망칠 때까지 아무것도 하지 않은 내가 너무 한심해.,5
7605,열심히 준비한 내 기획안이 채택되지 못했어.,1
7606,아내와 상의해서 일찍 퇴직한 후 귀촌을 해서 여유롭게 작은 텃밭을 함께 일구며 살고 있는데 매 순간이 기뻐.,0
